Time,Temperature,Weight,Deriv. Weight
39.65,43.09960000000001,97.25684000000001,-1.63676872
39.650625,43.102402777777776,97.25684000000001,-1.5895715960000003
39.65125,43.10520555555554,97.25336,-1.561916952
39.651875,43.10800833333331,97.24887999999997,-1.4752838816000005
39.652499999999996,43.11081111111107,97.24887999999997,-1.3115195960000001
39.653124999999996,43.113613888888835,97.24788000000004,-1.14510128
39.653749999999995,43.1164166666666,97.24788000000004,-0.9727463200000002
39.654374999999995,43.11921944444437,97.24788000000004,-0.86765172
39.654999999999994,43.12202222222213,97.24340000000001,-0.8225609199999999
39.65562499999999,43.124824999999895,97.24340000000001,-0.8082542800000002
39.65624999999999,43.12762777777766,97.23892,-0.8123861200000002
39.65687499999999,43.13043055555542,97.23892,-0.7655941599999999
39.65749999999999,43.13323333333319,97.23892,-0.6924308800000001
39.65812499999999,43.136036111110954,97.23792,-0.5839093200000001
39.65874999999999,43.13883888888872,97.23792,-0.524732
39.65937499999999,43.14164166666648,97.23343999999997,-0.57592296
39.66004166666666,43.14429944444424,97.23343999999997,-0.67781672
39.660708333333325,43.146957222222,97.23343999999997,-0.80381164
39.66137499999999,43.14961499999976,97.22895999999996,-0.87210788
39.66204166666666,43.15227277777752,97.23243999999997,-0.828418
39.66270833333333,43.15493055555528,97.22796000000002,-0.7226504
39.663374999999995,43.15758833333304,97.22796000000002,-0.6140097600000001
39.66404166666666,43.1602461111108,97.22796000000002,-0.5941756000000001
39.66470833333333,43.16290388888856,97.22348,-0.70823892
39.665375,43.16556166666632,97.22348,-0.8556665600000002
39.666041666666665,43.16821944444408,97.22247999999999,-0.9636330000000001
39.66670833333333,43.17087722222184,97.22247999999999,-0.95733492
39.667375,43.17303722222183,97.22247999999999,-0.8686588000000002
39.66804166666667,43.17519722222181,97.21800000000003,-0.78122704
39.668708333333335,43.1773572222218,97.21800000000003,-0.75745492
39.669375,43.17951722222179,97.21800000000003,-0.8396484400000002
39.67014423076923,43.18132029914486,97.21352000000002,-0.9837722000000002
39.67091346153846,43.183123376067925,97.21699999999998,-1.07927288
39.67168269230769,43.184926452991,97.21699999999998,-1.0837228
39.67245192307692,43.18672952991407,97.21251999999996,-1.0085670800000002
39.67322115384615,43.18853260683714,97.21251999999996,-0.9009579600000002
39.67399038461538,43.19033568376021,97.20804,-0.8749284399999999
39.67475961538461,43.19263653846106,97.20804,-0.8967590800000002
39.67552884615384,43.1949373931619,97.20804,-1.0110647600000002
39.67629807692307,43.19723824786274,97.20804,-1.1194902400000002
39.6770673076923,43.19953910256359,97.20355999999998,-1.11769016
39.67783653846153,43.20183995726443,97.20355999999998,-1.02977276
39.67860576923076,43.204140811965274,97.19907999999995,-0.8564938000000002
39.679374999999986,43.206441666666116,97.20255999999998,-0.7263641600000001
39.68020833333332,43.20851944444389,97.20255999999998,-0.7041734800000001
39.68104166666665,43.21059722222165,97.20255999999998,-0.7750098000000001
39.681874999999984,43.212674999999415,97.19808000000002,-0.87331056
39.682708333333316,43.21475277777718,97.19808000000002,-0.90972532
39.68354166666665,43.21683055555494,97.19808000000002,-0.8232864799999999
39.68437499999998,43.21890833333271,97.19359999999999,-0.6669303999999999
39.685208333333314,43.22098611111048,97.19359999999999,-0.5221114
39.68604166666665,43.22306388888824,97.19708000000001,-0.48348504000000014
39.68687499999998,43.225141666666005,97.19259999999998,-0.5691463200000002
