Time,Temperature,Weight,Deriv. Weight
39.65,43.207400000000014,97.16696000000002,-1.69153168
39.650625,43.21027083333333,97.16696000000002,-1.6418325740000004
39.65125,43.21314166666665,97.16333999999999,-1.6125860879999998
39.651875,43.21601249999997,97.15871999999997,-1.5215072504000002
39.652499999999996,43.218883333333295,97.15871999999997,-1.3506205740000001
39.653124999999996,43.221754166666614,97.15772000000004,-1.17747782
39.653749999999995,43.22462499999993,97.15772000000004,-0.99843758
39.654374999999995,43.22749583333325,97.15772000000004,-0.88922418
39.654999999999994,43.23036666666657,97.15310000000001,-0.8418779799999998
39.65562499999999,43.23323749999989,97.15310000000001,-0.8260988200000001
39.65624999999999,43.23610833333321,97.14847999999999,-0.8295597800000001
39.65687499999999,43.23897916666653,97.14847999999999,-0.7805835399999999
39.65749999999999,43.24184999999985,97.14847999999999,-0.7048987200000001
39.65812499999999,43.24472083333317,97.14748,-0.5928915800000001
39.65874999999999,43.24759166666649,97.14748,-0.5320785
39.65937499999999,43.25046249999981,97.14285999999998,-0.58536624
39.66004166666666,43.25318249999979,97.14285999999998,-0.69053068
39.660708333333325,43.25590249999977,97.14285999999998,-0.82057916
39.66137499999999,43.25862249999975,97.13823999999995,-0.89110672
39.66204166666666,43.261342499999735,97.14185999999998,-0.846142
39.66270833333333,43.26406249999972,97.13724000000002,-0.7373231
39.663374999999995,43.2667824999997,97.13724000000002,-0.62533394
39.66404166666666,43.26950249999968,97.13724000000002,-0.6048989
39.66470833333333,43.272222499999664,97.13262,-0.72283448
39.665375,43.27494249999964,97.13262,-0.8751891400000001
39.666041666666665,43.27766249999962,97.13162,-0.9870165000000001
39.66670833333333,43.280382499999604,97.13162,-0.98085198
39.667375,43.282589166666256,97.13162,-0.8895237000000001
39.66804166666667,43.284795833332915,97.12700000000004,-0.79951076
39.668708333333335,43.287002499999566,97.12700000000004,-0.7750499799999999
39.669375,43.28920916666622,97.12700000000004,-0.8600993600000001
39.67014423076923,43.291044551281594,97.12238,-1.0092893
39.67091346153846,43.29287993589698,97.12599999999998,-1.10804722
39.67168269230769,43.29471532051235,97.12599999999998,-1.1129492
39.67245192307692,43.29655070512773,97.12137999999996,-1.03556552
39.67322115384615,43.29838608974311,97.12137999999996,-0.9246777400000001
39.67399038461538,43.30022147435849,97.11676,-0.8982948599999998
39.67475961538461,43.30257019230719,97.11676,-0.9208455200000001
39.67552884615384,43.3049189102559,97.11676,-1.0390454400000002
39.67629807692307,43.307267628204606,97.11676,-1.1509955600000001
39.6770673076923,43.30961634615331,97.11213999999998,-1.1490595399999999
39.67783653846153,43.31196506410202,97.11213999999998,-1.0583659399999998
39.67860576923076,43.31431378205073,97.10751999999995,-0.8793187000000001
39.679374999999986,43.31666249999944,97.11113999999998,-0.7448675400000002
39.68020833333332,43.31877916666609,97.11113999999998,-0.72171912
39.68104166666665,43.32089583333274,97.11113999999998,-0.7946042000000001
39.681874999999984,43.32301249999939,97.10652000000002,-0.8958676400000001
39.682708333333316,43.32512916666605,97.10652000000002,-0.9332290799999999
39.68354166666665,43.327245833332704,97.10652000000002,-0.8438666199999999
39.68437499999998,43.329362499999355,97.1019,-0.6823556
39.685208333333314,43.331479166666014,97.1019,-0.5327101
39.68604166666665,43.333595833332666,97.10552000000001,-0.49278776000000013
39.68687499999998,43.33571249999932,97.1009,-0.58116308
39.68770833333331,43.337829166665976,97.1009,-0.7062008799999999
39.688541666666644,43.33994583333263,97.1009,-0.7886160600000001
39.68937499999998,43.34206249999928,97.1009,-0.7592524799999998
39.690486111111085,43.34317361111039,97.09628000000004,-0.6451232400000002
39.69159722222219,43.344284722221495,97.0999,-0.5667098
39.6927083333333,43.3453958333326,97.0999,-0.59267368
39.69381944444441,43.34650694444371,97.09527999999997,-0.6804965000000001
39.694930555555516,43.34761805555482,97.09527999999997,-0.82155298
39.69604166666662,43.348729166665926,97.09527999999997,-0.8908998079999998
39.69715277777773,43.349840277777034,97.09527999999997,-0.8547231599999999
39.69826388888884,43.35095138888814,97.09065999999996,-0.8029027519999999
39.69937499999995,43.352062499999285,97.09065999999996,-0.753491244
39.70048611111106,43.353173611110364,97.09065999999996,-0.79816922
39.70159722222217,43.35428472222147,97.09065999999996,-0.9617720180000001
39.70270833333328,43.35539583333258,97.08604,-1.1561198952
39.703819444444385,43.35650694444369,97.08604,-1.27779299
39.70493055555549,43.357618055554795,97.08604,-1.322245494
39.7060416666666,43.3587291666659,97.08141999999998,-1.258078792
39.70715277777771,43.35984027777701,97.08141999999998,-1.188779702
39.708263888888816,43.36095138888812,97.08141999999998,-1.19054261
39.70937499999992,43.36270416666591,97.08141999999998,-1.2307104439999998
39.71080357142849,43.36330773809448,97.07679999999995,-1.331028638
39.71223214285706,43.363911309523054,97.07679999999995,-1.4430272400000002
39.71366071428563,43.36451488095163,97.07679999999995,-1.48397222
39.7150892857142,43.3651184523802,97.07218,-1.44942088
39.71651785714277,43.36572202380878,97.06856000000003,-1.34682912
39.71794642857134,43.36632559523735,97.06856000000003,-1.25716394
39.71937499999991,43.366929166665926,97.06856000000003,-1.28552986
39.72104166666657,43.36749583333259,97.06856000000003,-1.37454766
39.72270833333324,43.36806249999925,97.06394000000002,-1.4807507799999997
39.7243749999999,43.36862916666591,97.06031999999999,-1.5299974600000001
39.72604166666657,43.36919583333257,97.06031999999999,-1.49830592
39.72770833333323,43.36976249999923,97.06031999999999,-1.4327086
39.7293749999999,43.3703291666659,97.05207999999996,-1.3668771000000002
39.7313749999999,43.36968916666588,97.05207999999996,-1.33416362
39.7333749999999,43.36904916666585,97.05207999999996,-1.34484092
39.735374999999905,43.368409166665835,97.04845999999999,-1.3706703999999998
39.73737499999991,43.367769166665816,97.04384000000003,-1.3698719000000001
39.73937499999991,43.3671291666658,97.04384000000003,-1.34980118
39.74137499999991,43.36648916666578,97.04022000000002,-1.3043175
39.743374999999915,43.36584916666576,97.04022000000002,-1.26012172
39.74537499999992,43.365209166665736,97.04022000000002,-1.24348114
39.74737499999992,43.365669166665725,97.03659999999999,-1.235790606
39.74937499999992,43.36612916666571,97.03197999999998,-1.251883226
39.751374999999925,43.36658916666569,97.02836,-1.26443035
39.75337499999993,43.36704916666567,97.02836,-1.255949756
39.75537499999993,43.36750916666566,97.02474,-1.2314702899999999
39.75737499999993,43.367969166665645,97.02474,-1.1799983500000002
39.759374999999935,43.36842916666563,97.02111999999997,-1.1381634420000002
39.76187499999993,43.36707916666563,97.02111999999997,-1.12342584
39.76437499999993,43.36572916666563,97.01287999999998,-1.139053078
39.76687499999993,43.36437916666563,97.00925999999997,-1.1690589180000002
