TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,11:22:42
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,    99.04916
MAXY,   101.37540
MINY,    64.21650
XYDATA
649.8934,99.0492
650.8576,98.8914
651.8218,98.7979
652.7861,98.7475
653.7503,98.7031
654.7145,98.639
655.6788,98.5447
656.6430,98.4206
657.6072,98.2751
658.5715,98.1264
659.5357,98.0031
660.4999,97.9338
661.4642,97.924
662.4284,97.9416
663.3926,97.9247
664.3569,97.7987
665.3211,97.4869
666.2853,96.9316
667.2496,96.1806
668.2138,95.5106
669.1780,95.2721
670.1423,95.4653
671.1065,95.8083
672.0707,96.0877
673.0350,96.2296
673.9992,96.2339
674.9634,96.1321
675.9277,95.9727
676.8919,95.8082
677.8561,95.68
678.8204,95.6109
679.7846,95.6086
680.7488,95.6696
681.7131,95.7798
682.6773,95.9167
683.6415,96.0573
684.6058,96.1874
685.5700,96.3018
686.5342,96.3981
687.4985,96.4683
688.4627,96.4992
689.4269,96.4788
690.3912,96.4077
691.3554,96.3092
692.3196,96.235
693.2839,96.2475
694.2481,96.368
695.2123,96.5453
696.1766,96.6994
697.1408,96.7794
698.1050,96.7778
699.0693,96.7177
700.0335,96.6319
700.9977,96.5461
701.9620,96.4706
702.9262,96.403
703.8904,96.338
704.8547,96.2744
705.8189,96.2145
706.7831,96.1574
707.7474,96.0947
708.7116,96.0111
709.6758,95.8919
710.6401,95.7288
711.6043,95.5217
712.5685,95.2738
713.5328,94.9871
714.4970,94.6614
715.4612,94.4231
716.4255,94.0363
717.3897,93.676
718.3539,93.4022
719.3182,93.2711
720.2824,93.3049
721.2466,93.4722
722.2109,93.6983
723.1751,93.9004
724.1393,94.0213
725.1036,94.0425
726.0678,93.9793
727.0320,93.8651
727.9963,93.7355
728.9605,93.6158
729.9247,93.5172
730.8890,93.4372
731.8532,93.3638
732.8174,93.2774
733.7817,93.1539
734.7459,92.9685
735.7101,92.7002
736.6744,92.3376
737.6386,91.8813
738.6028,91.3453
739.5671,90.7563
740.5313,90.1505
741.4955,89.5683
742.4598,89.0481
743.4240,88.6187
744.3882,88.2936
745.3525,88.07
746.3167,87.9319
747.2809,87.8573
748.2452,87.8251
749.2094,87.8197
750.1736,87.832
751.1379,87.8573
752.1021,87.8931
753.0663,87.937
754.0306,87.9864
754.9948,88.0384
755.9590,88.0891
756.9233,88.1333
757.8875,88.1638
758.8517,88.1734
759.8160,88.1576
760.7802,88.1186
761.7444,88.066
762.7087,88.0159
763.6729,87.9863
764.6371,87.9933
765.6014,88.0475
766.5656,88.153
767.5298,88.3081
768.4941,88.5055
769.4583,88.7323
770.4225,88.9708
771.3868,89.2007
772.3510,89.4016
773.3152,89.5574
774.2795,89.6581
775.2437,89.701
776.2079,89.6893
777.1722,89.6306
778.1364,89.5353
779.1006,89.4148
780.0649,89.2794
781.0291,89.1366
781.9933,88.9899
782.9576,88.8391
783.9218,88.6827
784.8860,88.5195
785.8503,88.3511
786.8145,88.182
787.7787,88.0186
788.7430,87.8672
789.7072,87.7323
790.6714,87.6155
791.6357,87.5154
792.5999,87.4275
793.5641,87.3456
794.5284,87.2629
795.4926,87.1729
796.4568,87.0704
797.4211,86.9504
798.3853,86.8089
799.3495,86.6424
800.3138,86.4494
801.2780,86.2313
802.2422,85.9931
803.2065,85.7425
804.1707,85.488
805.1349,85.2366
806.0992,84.9925
807.0634,84.7581
808.0276,84.534
808.9919,84.3196
809.9561,84.114
810.9203,83.9155
811.8846,83.7238
812.8488,83.5412
813.8130,83.3735
814.7773,83.2284
815.7415,83.113
816.7057,83.0308
817.6700,82.9811
818.6342,82.9601
819.5984,82.9626
820.5627,82.9832
821.5269,83.016
822.4911,83.0547
823.4554,83.0933
824.4196,83.1283
825.3839,83.1596
826.3481,83.1896
827.3123,83.2209
828.2766,83.2533
829.2408,83.2827
830.2050,83.3028
831.1693,83.3074
832.1335,83.2923
833.0977,83.2553
834.0620,83.1954
835.0262,83.1113
835.9904,83.0022
836.9547,82.868
837.9189,82.7102
838.8831,82.5314
839.8474,82.3351
840.8116,82.1242
841.7758,81.9021
842.7401,81.6726
843.7043,81.4402
844.6685,81.2098
845.6328,80.9851
846.5970,80.7681
847.5612,80.5599
848.5255,80.3621
849.4897,80.1785
850.4539,80.0154
851.4182,79.8785
852.3824,79.77
853.3466,79.6862
854.3109,79.619
855.2751,79.5601
856.2393,79.506
857.2036,79.4601
858.1678,79.4299
859.1320,79.4229
860.0963,79.4416
861.0605,79.4834
862.0247,79.5435
862.9890,79.6186
863.9532,79.7092
864.9174,79.8176
865.8817,79.9449
866.8459,80.0881
867.8101,80.2404
868.7744,80.3948
869.7386,80.5464
870.7028,80.6935
871.6671,80.8343
872.6313,80.9636
873.5955,81.071
874.5598,81.1433
875.5240,81.171
876.4882,81.1534
877.4525,81.1015
878.4167,81.034
879.3809,80.971
880.3452,80.9273
881.3094,80.9096
882.2736,80.9172
883.2379,80.9453
884.2021,80.9883
885.1663,81.041
886.1306,81.1003
887.0948,81.1663
888.0590,81.2442
889.0233,81.3436
889.9875,81.4764
890.9517,81.652
891.9160,81.8734
892.8802,82.1365
893.8444,82.4324
894.8087,82.7511
895.7729,83.0844
896.7371,83.4255
897.7014,83.7677
898.6656,84.1035
899.6298,84.4259
900.5941,84.7298
901.5583,85.0134
902.5225,85.2772
903.4868,85.5223
904.4510,85.7479
905.4152,85.9513
906.3795,86.1287
