TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,15:33:25
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,    99.80063
MAXY,   103.79829
MINY,    77.14938
XYDATA
649.8934,99.8006
650.8576,99.894
651.8218,99.9918
652.7861,99.9405
653.7503,99.8141
654.7145,99.6361
655.6788,99.4444
656.6430,99.2848
657.6072,99.1843
658.5715,99.1401
659.5357,99.1287
660.4999,99.1264
661.4642,99.1258
662.4284,99.1363
663.3926,99.1721
664.3569,99.2411
665.3211,99.3397
666.2853,99.4471
667.2496,99.5155
668.2138,99.4916
669.1780,99.3937
670.1423,99.3166
671.1065,99.3195
672.0707,99.399
673.0350,99.5297
673.9992,99.6827
674.9634,99.827
675.9277,99.9335
676.8919,99.9871
677.8561,99.9937
678.8204,99.9729
679.7846,99.9468
680.7488,99.9308
681.7131,99.9326
682.6773,99.9535
683.6415,99.9903
684.6058,100.036
685.5700,100.082
686.5342,100.111
687.4985,100.108
688.4627,100.06
689.4269,99.9655
690.3912,99.8419
691.3554,99.7207
692.3196,99.6365
693.2839,99.6106
694.2481,99.6352
695.2123,99.6732
696.1766,99.6824
697.1408,99.6433
698.1050,99.5665
699.0693,99.4812
700.0335,99.4151
700.9977,99.3795
701.9620,99.3663
702.9262,99.3566
703.8904,99.3334
704.8547,99.2904
705.8189,99.2323
706.7831,99.169
707.7474,99.1098
708.7116,99.0597
709.6758,99.021
710.6401,98.9939
711.6043,98.9782
712.5685,98.9717
713.5328,98.9705
714.4970,98.9702
715.4612,98.9946
716.4255,98.989
717.3897,98.9868
718.3539,98.9934
719.3182,99.0108
720.2824,99.036
721.2466,99.0621
722.2109,99.0832
723.1751,99.0982
724.1393,99.1104
725.1036,99.1242
726.0678,99.1406
727.0320,99.1551
727.9963,99.1602
728.9605,99.1501
729.9247,99.1247
730.8890,99.0904
731.8532,99.0559
732.8174,99.0271
733.7817,99.0033
734.7459,98.9788
735.7101,98.9467
736.6744,98.9051
737.6386,98.8577
738.6028,98.8122
739.5671,98.8036
740.5313,98.846
741.4955,98.89
742.4598,98.9287
743.4240,98.9594
744.3882,98.9855
745.3525,99.0137
746.3167,99.0498
747.2809,99.0947
748.2452,99.1447
749.2094,99.1946
750.1736,99.2415
751.1379,99.2856
752.1021,99.3285
753.0663,99.3701
754.0306,99.4077
754.9948,99.4376
755.9590,99.4574
756.9233,99.468
757.8875,99.4731
758.8517,99.4771
759.8160,99.4832
760.7802,99.4928
761.7444,99.5055
762.7087,99.5209
763.6729,99.5383
764.6371,99.5577
765.6014,99.5789
766.5656,99.6021
767.5298,99.627
768.4941,99.6525
769.4583,99.6768
770.4225,99.6975
771.3868,99.7129
772.3510,99.7236
773.3152,99.7319
774.2795,99.7412
775.2437,99.7531
776.2079,99.7666
777.1722,99.7784
778.1364,99.7852
779.1006,99.7859
780.0649,99.783
781.0291,99.7814
781.9933,99.7873
782.9576,99.8057
783.9218,99.8394
784.8860,99.888
785.8503,99.9468
786.8145,100.007
787.7787,100.056
788.7430,100.083
789.7072,100.085
790.6714,100.063
791.6357,100.033
792.5999,100.008
793.5641,100.003
794.5284,100.022
795.4926,100.056
796.4568,100.096
797.4211,100.127
798.3853,100.143
799.3495,100.144
800.3138,100.134
801.2780,100.117
802.2422,100.096
803.2065,100.072
804.1707,100.047
805.1349,100.026
806.0992,100.014
807.0634,100.016
808.0276,100.034
808.9919,100.061
809.9561,100.088
810.9203,100.105
811.8846,100.112
812.8488,100.109
813.8130,100.103
814.7773,100.098
815.7415,100.094
816.7057,100.09
817.6700,100.087
818.6342,100.083
819.5984,100.079
820.5627,100.075
821.5269,100.07
822.4911,100.067
823.4554,100.068
824.4196,100.076
825.3839,100.091
826.3481,100.108
827.3123,100.12
828.2766,100.118
829.2408,100.102
830.2050,100.075
831.1693,100.048
832.1335,100.027
833.0977,100.02
834.0620,100.025
835.0262,100.041
835.9904,100.062
836.9547,100.083
837.9189,100.101
838.8831,100.115
839.8474,100.126
840.8116,100.137
841.7758,100.15
842.7401,100.167
843.7043,100.184
844.6685,100.2
845.6328,100.211
846.5970,100.215
847.5612,100.211
848.5255,100.197
849.4897,100.174
850.4539,100.145
851.4182,100.116
852.3824,100.094
853.3466,100.084
854.3109,100.084
855.2751,100.086
856.2393,100.083
857.2036,100.071
858.1678,100.055
859.1320,100.041
860.0963,100.033
861.0605,100.033
862.0247,100.082
862.9890,100.144
863.9532,100.192
864.9174,100.218
865.8817,100.217
866.8459,100.186
867.8101,100.128
868.7744,100.047
869.7386,99.9478
870.7028,99.8374
871.6671,99.7208
872.6313,99.6048
873.5955,99.5003
874.5598,99.4201
875.5240,99.375
876.4882,99.3674
877.4525,99.3884
878.4167,99.4198
879.3809,99.4424
880.3452,99.4429
881.3094,99.4178
882.2736,99.3721
883.2379,99.3138
884.2021,99.2495
885.1663,99.1826
886.1306,99.1141
887.0948,99.0431
888.0590,98.9684
889.0233,98.8881
889.9875,98.801
890.9517,98.7079
891.9160,98.6137
892.8802,98.5277
893.8444,98.4616
894.8087,98.4259
895.7729,98.4272
896.7371,98.4663
897.7014,98.5403
898.6656,98.6448
899.6298,98.7759
900.5941,98.9304
901.5583,99.1038
902.5225,99.2888
903.4868,99.4741
904.4510,99.647
905.4152,99.7968
906.3795,99.9181
907.3437,100.011
908.3079,100.081
909.2722,100.132
910.2364,100.168
911.2006,100.193
912.1649,100.206
913.1291,100.21
914.0933,100.179
