TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,10:43:47
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,   100.08891
MAXY,   101.12074
MINY,    59.14215
XYDATA
649.8934,100.089
650.8576,100.02
651.8218,99.9659
652.7861,99.9416
653.7503,99.9597
654.7145,100.02
655.6788,100.103
656.6430,100.178
657.6072,100.216
658.5715,100.206
659.5357,100.167
660.4999,100.043
661.4642,99.935
662.4284,99.8567
663.3926,99.7712
664.3569,99.6254
665.3211,99.3644
666.2853,98.953
667.2496,98.4361
668.2138,98.0126
669.1780,97.9084
670.1423,98.0979
671.1065,98.3844
672.0707,98.6369
673.0350,98.8202
673.9992,98.9373
674.9634,98.9934
675.9277,98.9884
676.8919,98.9255
677.8561,98.8253
678.8204,98.7277
679.7846,98.6798
680.7488,98.7152
681.7131,98.8369
682.6773,99.0151
683.6415,99.2043
684.6058,99.3676
685.5700,99.49
686.5342,99.5743
687.4985,99.6271
688.4627,99.6483
689.4269,99.6287
690.3912,99.5606
691.3554,99.4535
692.3196,99.3471
693.2839,99.3016
694.2481,99.354
695.2123,99.4844
696.1766,99.6387
697.1408,99.7656
698.1050,99.8323
699.0693,99.8258
700.0335,99.7512
700.9977,99.626
701.9620,99.4736
702.9262,99.318
703.8904,99.1814
704.8547,99.0818
705.8189,99.0275
706.7831,99.0125
707.7474,99.0155
708.7116,99.005
709.6758,98.9507
710.6401,98.8336
711.6043,98.6511
712.5685,98.4156
713.5328,98.1461
714.4970,97.8589
715.4612,97.6562
716.4255,97.3582
717.3897,97.0844
718.3539,96.8706
719.3182,96.7605
720.2824,96.7839
721.2466,96.9339
722.2109,97.1615
723.1751,97.3952
724.1393,97.5696
725.1036,97.6477
726.0678,97.6276
727.0320,97.5374
727.9963,97.4198
728.9605,97.3123
729.9247,97.2333
730.8890,97.1778
731.8532,97.1239
732.8174,97.0433
733.7817,96.9094
734.7459,96.7017
735.7101,96.4069
736.6744,96.0192
737.6386,95.5421
738.6028,94.9903
739.5671,94.3895
740.5313,93.7732
741.4955,93.1771
742.4598,92.6333
743.4240,92.1663
744.3882,91.7925
745.3525,91.52
746.3167,91.3485
747.2809,91.2691
748.2452,91.2633
749.2094,91.3058
750.1736,91.3691
751.1379,91.432
752.1021,91.4853
753.0663,91.5341
754.0306,91.5922
754.9948,91.6709
755.9590,91.7692
756.9233,91.8691
757.8875,91.9418
758.8517,91.9604
759.8160,91.9144
760.7802,91.816
761.7444,91.6967
762.7087,91.5945
763.6729,91.5411
764.6371,91.5539
765.6014,91.6366
766.5656,91.7844
767.5298,91.9891
768.4941,92.2412
769.4583,92.5279
770.4225,92.8317
771.3868,93.1308
772.3510,93.4024
773.3152,93.6268
774.2795,93.7906
775.2437,93.8884
776.2079,93.922
777.1722,93.8999
778.1364,93.8337
779.1006,93.7351
780.0649,93.6119
781.0291,93.4677
781.9933,93.3039
782.9576,93.1242
783.9218,92.9371
784.8860,92.7551
785.8503,92.5894
786.8145,92.4445
787.7787,92.3172
788.7430,92.2001
789.7072,92.088
790.6714,91.9816
791.6357,91.8864
792.5999,91.8065
793.5641,91.739
794.5284,91.6725
795.4926,91.5907
796.4568,91.4801
797.4211,91.3359
798.3853,91.1628
799.3495,90.9723
800.3138,90.7766
801.2780,90.5832
802.2422,90.3924
803.2065,90.1981
804.1707,89.9917
805.1349,89.7668
806.0992,89.5235
807.0634,89.27
808.0276,89.0194
808.9919,88.7843
809.9561,88.5708
810.9203,88.3774
811.8846,88.1977
812.8488,88.0265
813.8130,87.8647
814.7773,87.72
815.7415,87.6027
816.7057,87.5199
817.6700,87.4714
818.6342,87.4507
819.5984,87.4481
820.5627,87.4555
821.5269,87.4689
822.4911,87.4875
823.4554,87.5122
824.4196,87.5433
825.3839,87.5789
826.3481,87.6156
827.3123,87.6493
828.2766,87.6761
829.2408,87.6932
830.2050,87.6978
831.1693,87.6864
832.1335,87.6542
833.0977,87.5956
834.0620,87.5069
835.0262,87.3884
835.9904,87.2451
836.9547,87.0843
837.9189,86.9115
838.8831,86.7276
839.8474,86.5291
840.8116,86.3119
841.7758,86.076
842.7401,85.8275
843.7043,85.5761
844.6685,85.3304
845.6328,85.0936
846.5970,84.8629
847.5612,84.6335
848.5255,84.4031
849.4897,84.1754
850.4539,83.9595
851.4182,83.7661
852.3824,83.6035
853.3466,83.4737
854.3109,83.3722
855.2751,83.2897
856.2393,83.2152
857.2036,83.1394
858.1678,83.0578
859.1320,82.9716
860.0963,82.8873
861.0605,82.8144
862.0247,82.7627
862.9890,82.7391
863.9532,82.7461
864.9174,82.7813
865.8817,82.8384
866.8459,82.9094
867.8101,82.9872
868.7744,83.0682
869.7386,83.1523
870.7028,83.2406
871.6671,83.3299
872.6313,83.4086
873.5955,83.4568
874.5598,83.4528
875.5240,83.3836
876.4882,83.2534
877.4525,83.0848
878.4167,82.911
879.3809,82.7624
880.3452,82.6558
881.3094,82.5922
882.2736,82.5618
883.2379,82.553
884.2021,82.5577
885.1663,82.5707
886.1306,82.5873
887.0948,82.6035
888.0590,82.6198
889.0233,82.6474
889.9875,82.7084
890.9517,82.8289
891.9160,83.0267
892.8802,83.3023
893.8444,83.6382
894.8087,84.0071
895.7729,84.384
896.7371,84.7534
897.7014,85.1101
898.6656,85.4539
899.6298,85.7839
900.5941,86.0976
901.5583,86.3919
902.5225,86.6668
903.4868,86.9252
904.4510,87.1706
905.4152,87.4029
906.3795,87.6155
