TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,14:14:04
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,    99.07203
MAXY,   101.28857
MINY,    70.34431
XYDATA
649.8934,99.072
650.8576,98.9344
651.8218,98.8346
652.7861,98.7731
653.7503,98.739
654.7145,98.7223
655.6788,98.7085
656.6430,98.6786
657.6072,98.6184
658.5715,98.5331
659.5357,98.4522
660.4999,98.4124
661.4642,98.4259
662.4284,98.4579
663.3926,98.4364
664.3569,98.2736
665.3211,97.8814
666.2853,97.203
667.2496,96.3232
668.2138,95.6091
669.1780,95.4827
670.1423,95.9026
671.1065,96.5016
672.0707,97.0274
673.0350,97.4065
673.9992,97.6473
674.9634,97.7804
675.9277,97.8391
676.8919,97.8551
677.8561,97.8556
678.8204,97.864
679.7846,97.8991
680.7488,97.9712
681.7131,98.0772
682.6773,98.2007
683.6415,98.322
684.6058,98.4298
685.5700,98.5253
686.5342,98.6138
687.4985,98.6926
688.4627,98.7453
689.4269,98.7479
690.3912,98.6846
691.3554,98.5687
692.3196,98.4573
693.2839,98.4344
694.2481,98.5484
695.2123,98.7684
696.1766,99.0215
697.1408,99.2495
698.1050,99.4255
699.0693,99.5467
700.0335,99.6235
700.9977,99.6705
701.9620,99.6996
702.9262,99.718
703.8904,99.7302
704.8547,99.7394
705.8189,99.7459
706.7831,99.7458
707.7474,99.7325
708.7116,99.7026
709.6758,99.6601
710.6401,99.6183
711.6043,99.5921
712.5685,99.589
713.5328,99.5998
714.4970,99.5993
715.4612,99.6985
716.4255,99.5842
717.3897,99.4183
718.3539,99.2387
719.3182,99.1001
720.2824,99.0475
721.2466,99.0911
722.2109,99.2005
723.1751,99.3245
724.1393,99.4178
725.1036,99.4595
726.0678,99.4939
727.0320,99.545
727.9963,99.5909
728.9605,99.6442
729.9247,99.7052
730.8890,99.7662
731.8532,99.8186
732.8174,99.8584
733.7817,99.8868
734.7459,99.9081
735.7101,99.9255
736.6744,99.9388
737.6386,99.9451
738.6028,99.9415
739.5671,99.9295
740.5313,99.9157
741.4955,99.9098
742.4598,99.9194
743.4240,99.9468
744.3882,99.9871
745.3525,100.032
746.3167,100.073
747.2809,100.108
748.2452,100.135
749.2094,100.156
750.1736,100.176
751.1379,100.192
752.1021,100.206
753.0663,100.218
754.0306,100.228
754.9948,100.241
755.9590,100.259
756.9233,100.281
757.8875,100.302
758.8517,100.312
759.8160,100.303
760.7802,100.274
761.7444,100.233
762.7087,100.193
763.6729,100.17
764.6371,100.174
765.6014,100.202
766.5656,100.245
767.5298,100.288
768.4941,100.32
769.4583,100.339
770.4225,100.345
771.3868,100.342
772.3510,100.334
773.3152,100.321
774.2795,100.301
775.2437,100.277
776.2079,100.254
777.1722,100.237
778.1364,100.235
779.1006,100.252
780.0649,100.282
781.0291,100.316
781.9933,100.344
782.9576,100.357
783.9218,100.356
784.8860,100.346
785.8503,100.333
786.8145,100.318
787.7787,100.297
788.7430,100.265
789.7072,100.219
790.6714,100.162
791.6357,100.101
792.5999,100.045
793.5641,99.9945
794.5284,99.9474
795.4926,99.8958
796.4568,99.8331
797.4211,99.7575
798.3853,99.6726
799.3495,99.5856
800.3138,99.5042
801.2780,99.4324
802.2422,99.3702
803.2065,99.3143
804.1707,99.2616
805.1349,99.2123
806.0992,99.1708
807.0634,99.1444
808.0276,99.1389
808.9919,99.155
809.9561,99.1877
810.9203,99.2285
811.8846,99.2706
812.8488,99.3126
813.8130,99.3585
814.7773,99.4141
815.7415,99.4825
816.7057,99.5606
817.6700,99.6409
818.6342,99.7148
819.5984,99.7768
820.5627,99.8266
821.5269,99.8674
822.4911,99.9031
823.4554,99.9353
824.4196,99.9628
825.3839,99.9836
826.3481,99.9965
827.3123,100.003
828.2766,100.006
829.2408,100.008
830.2050,100.014
831.1693,100.023
832.1335,100.034
833.0977,100.043
834.0620,100.045
835.0262,100.035
835.9904,100.011
836.9547,99.974
837.9189,99.9309
838.8831,99.8987
839.8474,99.8718
840.8116,99.8464
841.7758,99.8156
842.7401,99.7719
843.7043,99.7115
844.6685,99.6359
845.6328,99.5503
846.5970,99.4592
847.5612,99.3632
848.5255,99.2583
849.4897,99.1394
850.4539,99.0033
851.4182,98.8512
852.3824,98.6874
853.3466,98.5171
854.3109,98.3438
855.2751,98.1699
856.2393,97.9978
857.2036,97.831
858.1678,97.6736
859.1320,97.5282
860.0963,97.3941
861.0605,97.267
862.0247,97.141
862.9890,97.0128
863.9532,96.8832
864.9174,96.7565
865.8817,96.6376
866.8459,96.5292
867.8101,96.4306
868.7744,96.3405
869.7386,96.26
870.7028,96.1927
871.6671,96.1408
872.6313,96.0998
873.5955,96.0551
874.5598,95.9871
875.5240,95.8809
876.4882,95.7375
877.4525,95.5765
878.4167,95.4286
879.3809,95.3207
880.3452,95.2635
881.3094,95.2486
882.2736,95.2552
883.2379,95.2613
884.2021,95.2512
885.1663,95.2156
886.1306,95.1483
887.0948,95.0456
888.0590,94.9089
889.0233,94.7495
889.9875,94.5894
890.9517,94.4535
891.9160,94.3595
892.8802,94.3107
893.8444,94.2972
894.8087,94.3048
895.7729,94.3248
896.7371,94.3579
897.7014,94.4109
898.6656,94.49
899.6298,94.5954
900.5941,94.722
901.5583,94.863
902.5225,95.0138
903.4868,95.1735
904.4510,95.3427
905.4152,95.5201
906.3795,95.7004
907.3437,95.8744
908.3079,96.0318
909.2722,96.165
910.2364,96.273
911.2006,96.3612
