TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,11:38:20
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,    98.15362
MAXY,   101.82188
MINY,    49.13584
XYDATA
649.8934,98.1536
650.8576,98.0602
651.8218,97.9682
652.7861,97.8431
653.7503,97.6677
654.7145,97.4654
655.6788,97.2805
656.6430,97.1496
657.6072,97.0836
658.5715,97.0705
659.5357,97.0873
660.4999,97.1049
661.4642,97.0866
662.4284,96.9858
663.3926,96.748
664.3569,96.3107
665.3211,95.6087
666.2853,94.6142
667.2496,93.4713
668.2138,92.6246
669.1780,92.4954
670.1423,92.9288
671.1065,93.4617
672.0707,93.8273
673.0350,93.9844
673.9992,93.9932
674.9634,93.9439
675.9277,93.9213
676.8919,93.977
677.8561,94.1216
678.8204,94.3418
679.7846,94.6242
680.7488,94.9596
681.7131,95.3342
682.6773,95.7262
683.6415,96.114
684.6058,96.4887
685.5700,96.8528
686.5342,97.2059
687.4985,97.5282
688.4627,97.779
689.4269,97.9111
690.3912,97.8968
691.3554,97.7644
692.3196,97.6281
693.2839,97.6584
694.2481,97.956
695.2123,98.4582
696.1766,99.0142
697.1408,99.5001
698.1050,99.8543
699.0693,100.069
700.0335,100.176
700.9977,100.224
701.9620,100.261
702.9262,100.313
703.8904,100.384
704.8547,100.466
705.8189,100.542
706.7831,100.598
707.7474,100.624
708.7116,100.62
709.6758,100.598
710.6401,100.578
711.6043,100.579
712.5685,100.601
713.5328,100.621
714.4970,100.598
715.4612,100.806
716.4255,100.576
717.3897,100.281
718.3539,99.9866
719.3182,99.7708
720.2824,99.684
721.2466,99.7216
722.2109,99.8306
723.1751,99.9447
724.1393,100.021
725.1036,100.051
726.0678,100.055
727.0320,100.06
727.9963,100.082
728.9605,100.117
729.9247,100.155
730.8890,100.186
731.8532,100.208
732.8174,100.23
733.7817,100.257
734.7459,100.29
735.7101,100.318
736.6744,100.324
737.6386,100.294
738.6028,100.226
739.5671,100.133
740.5313,100.034
741.4955,99.9511
742.4598,99.8918
743.4240,99.851
744.3882,99.8139
745.3525,99.765
746.3167,99.6966
747.2809,99.6109
748.2452,99.5161
749.2094,99.4204
750.1736,99.3276
751.1379,99.237
752.1021,99.1468
753.0663,99.0571
754.0306,98.9704
754.9948,98.8895
755.9590,98.8148
756.9233,98.7427
757.8875,98.6677
758.8517,98.5861
759.8160,98.4983
760.7802,98.4085
761.7444,98.3213
762.7087,98.2386
763.6729,98.1594
764.6371,98.0816
765.6014,98.0058
766.5656,97.9359
767.5298,97.8772
768.4941,97.8319
769.4583,97.7962
770.4225,97.7609
771.3868,97.7146
772.3510,97.6481
773.3152,97.5568
774.2795,97.4411
775.2437,97.3062
776.2079,97.1612
777.1722,97.0177
778.1364,96.8867
779.1006,96.7737
780.0649,96.676
781.0291,96.5843
781.9933,96.4876
782.9576,96.3805
783.9218,96.2655
784.8860,96.1503
785.8503,96.0408
786.8145,95.9363
787.7787,95.8299
788.7430,95.7148
789.7072,95.5904
790.6714,95.4631
791.6357,95.3422
792.5999,95.2329
793.5641,95.1324
794.5284,95.0324
795.4926,94.9238
796.4568,94.8019
797.4211,94.6667
798.3853,94.52
799.3495,94.362
800.3138,94.1906
801.2780,94.0041
802.2422,93.8035
803.2065,93.5939
804.1707,93.382
805.1349,93.1721
806.0992,92.963
807.0634,92.7485
808.0276,92.5204
808.9919,92.2732
809.9561,92.0076
810.9203,91.7315
811.8846,91.4573
812.8488,91.1977
813.8130,90.9621
814.7773,90.7537
815.7415,90.5707
816.7057,90.4085
817.6700,90.2636
818.6342,90.136
819.5984,90.0292
820.5627,89.9479
821.5269,89.8944
822.4911,89.8657
823.4554,89.8536
824.4196,89.8469
825.3839,89.8356
826.3481,89.8127
827.3123,89.774
828.2766,89.7155
829.2408,89.6314
830.2050,89.5136
831.1693,89.3538
832.1335,89.1464
833.0977,88.8891
834.0620,88.5823
835.0262,88.2278
835.9904,87.8293
836.9547,87.3931
837.9189,86.9308
838.8831,86.458
839.8474,85.9912
840.8116,85.5443
841.7758,85.1252
842.7401,84.7368
843.7043,84.3788
844.6685,84.0511
845.6328,83.7549
846.5970,83.4931
847.5612,83.2702
848.5255,83.0914
849.4897,82.9618
850.4539,82.8841
851.4182,82.8552
852.3824,82.8656
853.3466,82.9002
854.3109,82.9433
855.2751,82.9839
856.2393,83.0188
857.2036,83.052
858.1678,83.0903
859.1320,83.1399
860.0963,83.204
861.0605,83.2835
862.0247,83.3797
862.9890,83.4956
863.9532,83.6361
864.9174,83.8067
865.8817,84.0127
866.8459,84.2575
867.8101,84.5428
868.7744,84.8666
869.7386,85.2231
870.7028,85.6015
871.6671,85.9878
872.6313,86.3659
873.5955,86.7213
874.5598,87.0422
875.5240,87.3215
876.4882,87.556
877.4525,87.7468
878.4167,87.8979
879.3809,88.0154
880.3452,88.1057
881.3094,88.1742
882.2736,88.2243
883.2379,88.2574
884.2021,88.2747
885.1663,88.2773
886.1306,88.2665
887.0948,88.2431
888.0590,88.2076
889.0233,88.16
889.9875,88.1018
890.9517,88.0367
891.9160,87.9695
892.8802,87.9043
893.8444,87.8414
894.8087,87.7768
895.7729,87.703
896.7371,87.6127
897.7014,87.5014
898.6656,87.3692
899.6298,87.2197
900.5941,87.0579
901.5583,86.8885
902.5225,86.7155
903.4868,86.5427
904.4510,86.3742
905.4152,86.2132
906.3795,86.0607
907.3437,85.9141
908.3079,85.7689
909.2722,85.6214
