TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,15:39:07
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,    99.40128
MAXY,   101.76493
MINY,    82.86760
XYDATA
649.8934,99.4013
650.8576,99.3858
651.8218,99.365
652.7861,99.3284
653.7503,99.259
654.7145,99.1545
655.6788,99.0332
656.6430,98.9261
657.6072,98.8559
658.5715,98.8221
659.5357,98.8026
660.4999,98.7727
661.4642,98.7281
662.4284,98.691
663.3926,98.697
664.3569,98.7792
665.3211,98.9621
666.2853,99.2503
667.2496,99.5893
668.2138,99.8267
669.1780,99.8305
670.1423,99.6752
671.1065,99.5238
672.0707,99.4567
673.0350,99.4793
673.9992,99.5676
674.9634,99.6885
675.9277,99.8118
676.8919,99.9229
677.8561,100.027
678.8204,100.14
679.7846,100.266
680.7488,100.394
681.7131,100.499
682.6773,100.561
683.6415,100.575
684.6058,100.557
685.5700,100.528
686.5342,100.504
687.4985,100.486
688.4627,100.466
689.4269,100.436
690.3912,100.392
691.3554,100.343
692.3196,100.305
693.2839,100.289
694.2481,100.295
695.2123,100.307
696.1766,100.305
697.1408,100.281
698.1050,100.243
699.0693,100.202
700.0335,100.168
700.9977,100.147
701.9620,100.137
702.9262,100.136
703.8904,100.141
704.8547,100.148
705.8189,100.155
706.7831,100.157
707.7474,100.148
708.7116,100.128
709.6758,100.098
710.6401,100.063
711.6043,100.031
712.5685,100.009
713.5328,100.002
714.4970,100.016
715.4612,100.078
716.4255,100.142
717.3897,100.223
718.3539,100.304
719.3182,100.367
720.2824,100.398
721.2466,100.4
722.2109,100.387
723.1751,100.378
724.1393,100.38
725.1036,100.39
726.0678,100.395
727.0320,100.386
727.9963,100.358
728.9605,100.322
729.9247,100.291
730.8890,100.281
731.8532,100.3
732.8174,100.343
733.7817,100.398
734.7459,100.445
735.7101,100.466
736.6744,100.456
737.6386,100.421
738.6028,100.378
739.5671,100.345
740.5313,100.329
741.4955,100.326
742.4598,100.323
743.4240,100.309
744.3882,100.283
745.3525,100.252
746.3167,100.225
747.2809,100.209
748.2452,100.207
749.2094,100.217
750.1736,100.236
751.1379,100.262
752.1021,100.291
753.0663,100.315
754.0306,100.328
754.9948,100.324
755.9590,100.307
756.9233,100.283
757.8875,100.26
758.8517,100.239
759.8160,100.22
760.7802,100.197
761.7444,100.17
762.7087,100.141
763.6729,100.118
764.6371,100.106
765.6014,100.108
766.5656,100.122
767.5298,100.142
768.4941,100.162
769.4583,100.176
770.4225,100.179
771.3868,100.173
772.3510,100.158
773.3152,100.139
774.2795,100.119
775.2437,100.101
776.2079,100.086
777.1722,100.07
778.1364,100.051
779.1006,100.027
780.0649,100.005
781.0291,100.011
781.9933,100.016
782.9576,100.026
783.9218,100.044
784.8860,100.072
785.8503,100.107
786.8145,100.141
787.7787,100.164
788.7430,100.165
789.7072,100.14
790.6714,100.095
791.6357,100.046
792.5999,100.01
793.5641,99.9987
794.5284,100.012
795.4926,100.042
796.4568,100.073
797.4211,100.096
798.3853,100.104
799.3495,100.099
800.3138,100.086
801.2780,100.069
802.2422,100.05
803.2065,100.029
804.1707,100.005
805.1349,99.9773
806.0992,99.9472
807.0634,99.919
808.0276,99.8987
808.9919,99.8915
809.9561,99.9001
810.9203,99.9218
811.8846,99.9492
812.8488,99.9724
813.8130,99.9819
814.7773,99.9725
815.7415,99.944
816.7057,99.9009
817.6700,99.8508
818.6342,99.8015
819.5984,99.76
820.5627,99.7307
821.5269,99.715
822.4911,99.7118
823.4554,99.7173
824.4196,99.727
825.3839,99.7365
826.3481,99.7422
827.3123,99.742
828.2766,99.7346
829.2408,99.7195
830.2050,99.6972
831.1693,99.6697
832.1335,99.6407
833.0977,99.6154
834.0620,99.5994
835.0262,99.5966
835.9904,99.6071
836.9547,99.627
837.9189,99.6492
838.8831,99.6665
839.8474,99.6747
840.8116,99.6742
841.7758,99.6688
842.7401,99.6636
843.7043,99.6625
844.6685,99.6664
845.6328,99.6735
846.5970,99.681
847.5612,99.686
848.5255,99.687
849.4897,99.6843
850.4539,99.6793
851.4182,99.6739
852.3824,99.6694
853.3466,99.6657
854.3109,99.6621
855.2751,99.6575
856.2393,99.6517
857.2036,99.645
858.1678,99.6368
859.1320,99.6247
860.0963,99.6054
861.0605,99.576
862.0247,99.5368
862.9890,99.4907
863.9532,99.442
864.9174,99.3929
865.8817,99.3427
866.8459,99.289
867.8101,99.2302
868.7744,99.1667
869.7386,99.0996
870.7028,99.0289
871.6671,98.9522
872.6313,98.8676
873.5955,98.7728
874.5598,98.6758
875.5240,98.5867
876.4882,98.5111
877.4525,98.4476
878.4167,98.3882
879.3809,98.3232
880.3452,98.2461
881.3094,98.1567
882.2736,98.0588
883.2379,97.9568
884.2021,97.8535
885.1663,97.7507
886.1306,97.651
887.0948,97.5586
888.0590,97.4765
889.0233,97.4023
889.9875,97.3276
890.9517,97.2414
891.9160,97.1378
892.8802,97.022
893.8444,96.9104
894.8087,96.8241
895.7729,96.7792
896.7371,96.7792
897.7014,96.815
898.6656,96.8702
899.6298,96.9293
900.5941,96.983
901.5583,97.0289
902.5225,97.0684
903.4868,97.1033
904.4510,97.1339
905.4152,97.1601
906.3795,97.1816
907.3437,97.1982
908.3079,97.2088
909.2722,97.2109
910.2364,97.2021
911.2006,97.1823
912.1649,97.1544
913.1291,97.1234
914.0933,97.0924
915.0576,97.06
916.0218,97.0212
916.9860,96.971
917.9503,96.9091
