TITLE,
DATA TYPE,INFRARED SPECTRUM
ORIGIN,JASCO
OWNER,
DATE,24/04/24
TIME,11:19:17
SPECTROMETER/DATA SYSTEM,
LOCALE,1033
RESOLUTION,
DELTAX,0.964233
XUNITS,1/CM
YUNITS,TRANSMITTANCE
FIRSTX,  649.8934
LASTX, 4000.6047
NPOINTS,    3476
FIRSTY,   101.13613
MAXY,   101.85874
MINY,    56.26141
XYDATA
649.8934,101.136
650.8576,101.168
651.8218,101.241
652.7861,101.324
653.7503,101.402
654.7145,101.47
655.6788,101.531
656.6430,101.583
657.6072,101.622
658.5715,101.66
659.5357,101.722
660.4999,101.683
661.4642,101.661
662.4284,101.639
663.3926,101.546
664.3569,101.307
665.3211,100.854
666.2853,100.157
667.2496,99.3216
668.2138,98.6853
669.1780,98.5872
670.1423,98.9357
671.1065,99.3876
672.0707,99.7301
673.0350,99.912
673.9992,99.9539
674.9634,99.9023
675.9277,99.8157
676.8919,99.7499
677.8561,99.7393
678.8204,99.7879
679.7846,99.8786
680.7488,99.9892
681.7131,100.107
682.6773,100.236
683.6415,100.388
684.6058,100.573
685.5700,100.78
686.5342,100.976
687.4985,101.116
688.4627,101.165
689.4269,101.113
690.3912,100.98
691.3554,100.812
692.3196,100.68
693.2839,100.668
694.2481,100.817
695.2123,101.085
696.1766,101.388
697.1408,101.649
698.1050,101.817
699.0693,101.859
700.0335,101.774
700.9977,101.59
701.9620,101.358
702.9262,101.137
703.8904,100.97
704.8547,100.88
705.8189,100.86
706.7831,100.881
707.7474,100.909
708.7116,100.912
709.6758,100.869
710.6401,100.773
711.6043,100.621
712.5685,100.413
713.5328,100.15
714.4970,99.839
715.4612,99.6461
716.4255,99.2844
717.3897,98.9599
718.3539,98.7207
719.3182,98.6074
720.2824,98.6348
721.2466,98.7821
722.2109,99.0159
723.1751,99.278
724.1393,99.5029
725.1036,99.6581
726.0678,99.7293
727.0320,99.7209
727.9963,99.6545
728.9605,99.5622
729.9247,99.4749
730.8890,99.4082
731.8532,99.3556
732.8174,99.2913
733.7817,99.1819
734.7459,99.0005
735.7101,98.7355
736.6744,98.3913
737.6386,97.9814
738.6028,97.5223
739.5671,97.0289
740.5313,96.5162
741.4955,96.0015
742.4598,95.5075
743.4240,95.061
744.3882,94.6896
745.3525,94.4164
746.3167,94.2545
747.2809,94.2033
748.2452,94.2479
749.2094,94.3614
750.1736,94.5115
751.1379,94.6677
752.1021,94.8087
753.0663,94.9265
754.0306,95.0249
754.9948,95.1137
755.9590,95.2011
756.9233,95.2865
757.8875,95.3597
758.8517,95.4053
759.8160,95.4108
760.7802,95.3742
761.7444,95.3078
762.7087,95.2346
763.6729,95.181
764.6371,95.1699
765.6014,95.2162
766.5656,95.3262
767.5298,95.5
768.4941,95.7325
769.4583,96.0128
770.4225,96.3231
771.3868,96.6376
772.3510,96.9262
773.3152,97.159
774.2795,97.3136
775.2437,97.3804
776.2079,97.3643
777.1722,97.2823
778.1364,97.1565
779.1006,97.0069
780.0649,96.8448
781.0291,96.6725
781.9933,96.4873
782.9576,96.2887
783.9218,96.0818
784.8860,95.8766
785.8503,95.6826
786.8145,95.5031
787.7787,95.3346
788.7430,95.1721
789.7072,95.015
790.6714,94.8703
791.6357,94.7481
792.5999,94.6534
793.5641,94.5807
794.5284,94.5147
795.4926,94.4381
796.4568,94.3407
797.4211,94.2242
798.3853,94.0981
799.3495,93.9721
800.3138,93.8486
801.2780,93.7205
802.2422,93.5758
803.2065,93.4032
804.1707,93.1975
805.1349,92.9602
806.0992,92.6985
807.0634,92.4223
808.0276,92.1425
808.9919,91.8693
809.9561,91.6117
810.9203,91.3762
811.8846,91.1671
812.8488,90.9876
813.8130,90.8411
814.7773,90.7321
815.7415,90.6654
816.7057,90.6431
817.6700,90.6619
818.6342,90.7122
819.5984,90.7811
820.5627,90.8565
821.5269,90.931
822.4911,91.0036
823.4554,91.0779
824.4196,91.1589
825.3839,91.2503
826.3481,91.3525
827.3123,91.4615
828.2766,91.5685
829.2408,91.6594
830.2050,91.7173
831.1693,91.7267
832.1335,91.679
833.0977,91.5754
834.0620,91.4266
835.0262,91.2469
835.9904,91.0485
836.9547,90.8378
837.9189,90.6162
838.8831,90.3832
839.8474,90.1398
840.8116,89.8885
841.7758,89.6316
842.7401,89.3703
843.7043,89.105
844.6685,88.8381
845.6328,88.5757
846.5970,88.3261
847.5612,88.0973
848.5255,87.8945
849.4897,87.7195
850.4539,87.5737
851.4182,87.4591
852.3824,87.3789
853.3466,87.3333
854.3109,87.3175
855.2751,87.3208
856.2393,87.3314
857.2036,87.3413
858.1678,87.3499
859.1320,87.3638
860.0963,87.3927
861.0605,87.4448
862.0247,87.5239
862.9890,87.6296
863.9532,87.7589
864.9174,87.9077
865.8817,88.0717
866.8459,88.2474
867.8101,88.4329
868.7744,88.6284
869.7386,88.8351
870.7028,89.0517
871.6671,89.2702
872.6313,89.4739
873.5955,89.6401
874.5598,89.7484
875.5240,89.79
876.4882,89.7731
877.4525,89.7212
878.4167,89.6634
879.3809,89.623
880.3452,89.6091
881.3094,89.6173
882.2736,89.6357
883.2379,89.6543
884.2021,89.6697
885.1663,89.6851
886.1306,89.7054
887.0948,89.7344
888.0590,89.7744
889.0233,89.8285
889.9875,89.9028
890.9517,90.004
891.9160,90.1365
892.8802,90.298
893.8444,90.4799
894.8087,90.6699
895.7729,90.8564
896.7371,91.0311
897.7014,91.1892
898.6656,91.3277
899.6298,91.4449
900.5941,91.5396
901.5583,91.6115
902.5225,91.6615
903.4868,91.6909
904.4510,91.702
905.4152,91.6971
906.3795,91.6788
907.3437,91.648
908.3079,91.6031
909.2722,91.5408
910.2364,91.4585
