Time,Temperature,Weight,Deriv. Weight,Catalyst,temp
0.0,39.61,99.354,-0.214073,PtC,400
0.01,39.61166667,99.354,-0.219226,PtC,400
0.02,39.61333333,99.354,-0.220049,PtC,400
0.03,39.615,99.354,-0.221001,PtC,400
0.04,39.61666667,99.354,-0.219103,PtC,400
0.05,39.61833333,99.354,-0.214674,PtC,400
0.06,39.61895833,99.353,-0.214415,PtC,400
0.07,39.61958333,99.353,-0.217525,PtC,400
0.08,39.62020833,99.353,-0.215784,PtC,400
0.09,39.62083333,99.353,-0.212857,PtC,400
0.1,39.62145833,99.353,-0.213931,PtC,400
0.11,39.62208333,99.353,-0.214622,PtC,400
0.12,39.62270833,99.353,-0.221287,PtC,400
0.13,39.62333333,99.352,-0.223012,PtC,400
0.14,39.62395833,99.352,-0.22354,PtC,400
0.15,39.62458333,99.352,-0.221429,PtC,400
0.16,39.62520833,99.352,-0.216145,PtC,400
0.17,39.62583333,99.352,-0.211579,PtC,400
0.18,39.62645833,99.352,-0.206937,PtC,400
0.19,39.62708333,99.352,-0.207015,PtC,400
0.2,39.62770833,99.352,-0.201266,PtC,400
0.21,39.62833333,99.351,-0.198838,PtC,400
0.22,39.62904762,99.351,-0.199658,PtC,400
0.23,39.6297619,99.351,-0.198522,PtC,400
0.24,39.63047619,99.351,-0.199087,PtC,400
0.25,39.63119048,99.351,-0.195008,PtC,400
0.26,39.63190476,99.351,-0.192307,PtC,400
0.27,39.63261905,99.351,-0.191114,PtC,400
0.28,39.63333333,99.35,-0.187486,PtC,400
0.29,39.63404762,99.35,-0.187152,PtC,400
0.3,39.6347619,99.35,-0.184206,PtC,400
0.31,39.63547619,99.35,-0.180416,PtC,400
0.32,39.63619048,99.35,-0.178864,PtC,400
0.33,39.63690476,99.35,-0.176477,PtC,400
0.34,39.63761905,99.35,-0.174083,PtC,400
0.35,39.63833333,99.35,-0.172614,PtC,400
0.36,39.63910256,99.349,-0.168566,PtC,400
0.37,39.63987179,99.349,-0.163653,PtC,400
0.38,39.64064103,99.349,-0.162479,PtC,400
0.39,39.64141026,99.349,-0.161347,PtC,400
0.4,39.64217949,99.349,-0.158091,PtC,400
0.41,39.64294872,99.349,-0.158667,PtC,400
0.42,39.64371795,99.349,-0.155519,PtC,400
0.43,39.64448718,99.349,-0.153623,PtC,400
0.44,39.64525641,99.348,-0.1533,PtC,400
0.45,39.64602564,99.348,-0.151481,PtC,400
0.46,39.64679487,99.348,-0.148194,PtC,400
0.47,39.6475641,99.348,-0.145458,PtC,400
0.48,39.64833333,99.348,-0.140907,PtC,400
0.49,39.64924242,99.348,-0.135646,PtC,400
0.5,39.65015152,99.348,-0.133125,PtC,400
0.51,39.65106061,99.348,-0.129753,PtC,400
0.52,39.6519697,99.348,-0.128307,PtC,400
0.53,39.65287879,99.347,-0.12845,PtC,400
0.54,39.65378788,99.347,-0.125728,PtC,400
0.55,39.65469697,99.347,-0.121259,PtC,400
0.56,39.65560606,99.347,-0.116034,PtC,400
0.57,39.65651515,99.347,-0.11249,PtC,400
0.58,39.65742424,99.347,-0.111461,PtC,400
0.59,39.65833333,99.347,-0.108179,PtC,400
0.6,39.65933333,99.347,-0.106442,PtC,400
0.61,39.66033333,99.347,-0.102581,PtC,400
0.62,39.66133333,99.347,-0.10074,PtC,400
0.63,39.66233333,99.346,-0.0968038,PtC,400
0.64,39.66333333,99.346,-0.0930244,PtC,400
0.65,39.66433333,99.346,-0.0882957,PtC,400
0.66,39.66533333,99.346,-0.0844458,PtC,400
0.67,39.66633333,99.346,-0.0805156,PtC,400
0.68,39.66733333,99.346,-0.0788234,PtC,400
0.69,39.66833333,99.346,-0.0751319,PtC,400
0.7,39.66958333,99.346,-0.0684647,PtC,400
0.71,39.67083333,99.346,-0.0646514,PtC,400
0.72,39.67208333,99.346,-0.0596672,PtC,400
0.73,39.67333333,99.346,-0.0584429,PtC,400
0.74,39.67458333,99.345,-0.0560037,PtC,400
0.75,39.67583333,99.345,-0.0537113,PtC,400
0.76,39.67708333,99.345,-0.0542954,PtC,400
0.77,39.67833333,99.345,-0.0513627,PtC,400
