Time,Temperature,Weight,Deriv. Weight,Catalyst,temp
486.39499999999987,486.9019444444443,25.011,-0.0332862,PtC,325
486.4349999999999,486.9369444444443,25.01,-0.03315315,PtC,325
486.46499999999986,486.9719444444443,25.0085,-0.03293045,PtC,325
486.4949999999999,487.00194444444435,25.0075,-0.0329606,PtC,325
486.53499999999985,487.0369444444443,25.0065,-0.0327868,PtC,325
486.5649999999999,487.0719444444443,25.0055,-0.03277535,PtC,325
486.59499999999986,487.1019444444443,25.0045,-0.0326921,PtC,325
486.6349999999999,487.13694444444434,25.003,-0.03262495,PtC,325
486.6649999999999,487.1719444444443,25.002,-0.03276065,PtC,325
486.6949999999999,487.2019444444443,25.001,-0.03283945,PtC,325
486.7349999999999,487.2369444444443,25.0,-0.0329379,PtC,325
486.7649999999999,487.27194444444433,24.999,-0.03297315,PtC,325
486.7949999999999,487.3019444444443,24.9975,-0.0330676,PtC,325
486.83499999999987,487.3369444444442,24.9965,-0.03302225,PtC,325
486.8649999999999,487.3719444444443,24.9955,-0.03321125,PtC,325
486.89499999999987,487.4019444444443,24.9945,-0.03332915,PtC,325
486.9349999999999,487.4369444444443,24.993,-0.03344445,PtC,325
486.96499999999986,487.4719444444443,24.992,-0.0335672,PtC,325
486.9949999999999,487.50194444444435,24.991,-0.0335117999999999,PtC,325
487.03499999999985,487.5369444444443,24.99,-0.033678,PtC,325
487.0649999999999,487.5719444444443,24.9885,-0.0336067,PtC,325
487.09499999999986,487.6019444444443,24.987499999999997,-0.03350765,PtC,325
487.1349999999999,487.63694444444434,24.9865,-0.0334717,PtC,325
487.1649999999999,487.6719444444443,24.9855,-0.0334845,PtC,325
487.1949999999999,487.7019444444443,24.984499999999997,-0.03363465,PtC,325
487.2349999999999,487.7369444444443,24.983,-0.0336152,PtC,325
487.2649999999999,487.77194444444433,24.982,-0.0334209,PtC,325
487.2949999999999,487.8019444444443,24.981,-0.0333067,PtC,325
487.33499999999987,487.8369444444442,24.98,-0.03318955,PtC,325
487.3649999999999,487.8719444444443,24.979,-0.033192,PtC,325
487.39499999999987,487.9019444444443,24.9775,-0.03340175,PtC,325
487.4349999999999,487.9369444444443,24.9765,-0.0335021,PtC,325
487.46499999999986,487.9719444444443,24.9755,-0.0334883,PtC,325
487.5049999999999,488.00694444444434,24.9745,-0.0333887999999999,PtC,325
487.53499999999985,488.0369444444443,24.9735,-0.0331372,PtC,325
487.5649999999999,488.0719444444443,24.972,-0.03313395,PtC,325
487.6049999999999,488.1069444444444,24.970999999999997,-0.0332182,PtC,325
487.6349999999999,488.13694444444434,24.97,-0.0332981,PtC,325
487.6649999999999,488.1719444444443,24.969,-0.0334666,PtC,325
487.7049999999998,488.2069444444443,24.968,-0.0334951999999999,PtC,325
487.7349999999999,488.2369444444443,24.9665,-0.0335238,PtC,325
487.7649999999999,488.27194444444433,24.9655,-0.0336153,PtC,325
487.8049999999999,488.3069444444443,24.9645,-0.03390805,PtC,325
487.83499999999987,488.3369444444442,24.9635,-0.0341422,PtC,325
487.8649999999999,488.3719444444443,24.9615,-0.034295,PtC,325
487.90499999999986,488.4069444444443,24.9605,-0.0339088,PtC,325
487.9349999999999,488.4369444444443,24.9595,-0.0333817,PtC,325
487.96499999999986,488.4719444444443,24.9585,-0.03316045,PtC,325
488.0049999999999,488.50694444444434,24.9575,-0.03306495,PtC,325
488.03499999999985,488.5419444444443,24.956,-0.03329545,PtC,325
488.0649999999999,488.5719444444443,24.955,-0.03314255,PtC,325
488.1049999999999,488.6069444444444,24.954,-0.03288265,PtC,325
488.1349999999999,488.64194444444433,24.953,-0.0326955,PtC,325
488.1649999999999,488.6719444444443,24.952,-0.0325526,PtC,325
488.2049999999998,488.7069444444443,24.9505,-0.0326268,PtC,325
488.2349999999999,488.7419444444443,24.9495,-0.03262115,PtC,325
488.2649999999999,488.77194444444433,24.948500000000003,-0.03266695,PtC,325
488.3049999999999,488.8069444444443,24.9475,-0.0327256,PtC,325
488.33499999999987,488.84194444444427,24.9465,-0.0326171,PtC,325
488.3649999999999,488.8719444444443,24.945,-0.0325042,PtC,325
488.40499999999986,488.9069444444443,24.944,-0.0325383,PtC,325
488.4349999999999,488.9419444444443,24.943,-0.03266705,PtC,325
488.46499999999986,488.9719444444443,24.9425,-0.03280855,PtC,325
488.5049999999999,489.00694444444434,24.9415,-0.03285415,PtC,325
488.53499999999985,489.0419444444443,24.94,-0.03280935,PtC,325
488.5649999999999,489.0719444444443,24.939,-0.03277915,PtC,325
488.6049999999999,489.1069444444444,24.9375,-0.0328749,PtC,325
488.6349999999999,489.14194444444433,24.937,-0.03286505,PtC,325
488.6649999999999,489.1719444444443,24.936,-0.03279835,PtC,325
488.7049999999998,489.2069444444443,24.9345,-0.03262685,PtC,325
488.7349999999999,489.2419444444443,24.9335,-0.0324469,PtC,325
488.7649999999999,489.27194444444433,24.932,-0.0323844,PtC,325
488.8049999999999,489.3069444444443,24.930999999999997,-0.03253035,PtC,325
488.83499999999987,489.34194444444427,24.93,-0.03280185,PtC,325
488.8649999999999,489.3719444444443,24.929,-0.03296155,PtC,325
488.90499999999986,489.4069444444443,24.9275,-0.0330154,PtC,325
488.9349999999999,489.4419444444443,24.9265,-0.03290835,PtC,325
488.96499999999986,489.4719444444443,24.9255,-0.0328084,PtC,325
489.0049999999999,489.50694444444434,24.9245,-0.03276405,PtC,325
489.03499999999985,489.5419444444443,24.9235,-0.0328582,PtC,325
489.0649999999999,489.5719444444443,24.922,-0.03282145,PtC,325
489.1049999999999,489.6069444444444,24.921,-0.0328288,PtC,325
489.1349999999999,489.64194444444433,24.92,-0.0328231,PtC,325
489.1649999999999,489.6719444444443,24.919,-0.03290145,PtC,325
489.2049999999998,489.7069444444443,24.918,-0.0330753,PtC,325
489.2349999999999,489.7419444444443,24.9165,-0.0329554,PtC,325
489.2649999999999,489.77194444444433,24.9155,-0.0328598,PtC,325
489.3049999999999,489.8069444444443,24.914499999999997,-0.0326513,PtC,325
489.33499999999987,489.84194444444427,24.9135,-0.03263305,PtC,325
489.3749999999999,489.87694444444435,24.9125,-0.0327774,PtC,325
489.40499999999986,489.9069444444443,24.9115,-0.03262885,PtC,325
489.4349999999999,489.9419444444443,24.91,-0.0326129,PtC,325
489.4749999999999,489.9769444444444,24.909,-0.03266685,PtC,325
489.5049999999999,490.00694444444434,24.908,-0.03273005,PtC,325
489.53499999999985,490.0419444444443,24.907,-0.0327546,PtC,325
489.5749999999999,490.0769444444443,24.906,-0.0326117,PtC,325
489.6049999999999,490.1069444444444,24.9045,-0.0327044,PtC,325
489.6349999999999,490.14194444444433,24.9035,-0.0329867499999999,PtC,325
489.6749999999999,490.1769444444443,24.9025,-0.0332267,PtC,325
489.7049999999998,490.2069444444443,24.9015,-0.0332782499999999,PtC,325
489.7349999999999,490.2419444444443,24.9005,-0.0331054999999999,PtC,325
489.77499999999986,490.2769444444443,24.8995,-0.03305405,PtC,325
489.8049999999999,490.3069444444443,24.8985,-0.03288405,PtC,325
489.83499999999987,490.34194444444427,24.8975,-0.03290675,PtC,325
489.8749999999999,490.37694444444435,24.8965,-0.03301865,PtC,325
489.90499999999986,490.4069444444443,24.895,-0.03296615,PtC,325
489.9349999999999,490.4419444444443,24.894,-0.0330318,PtC,325
489.9749999999999,490.4769444444444,24.893,-0.03277015,PtC,325
490.0049999999999,490.50694444444434,24.892,-0.0326097,PtC,325
490.03499999999985,490.5419444444443,24.891,-0.032584,PtC,325
490.0749999999999,490.5769444444443,24.8895,-0.03267825,PtC,325
490.1049999999999,490.6069444444444,24.8885,-0.033081,PtC,325
490.1349999999999,490.64194444444433,24.887500000000003,-0.03335295,PtC,325
490.1749999999999,490.6769444444443,24.8865,-0.03343035,PtC,325
490.2049999999998,490.7119444444442,24.885,-0.0330246,PtC,325
490.2349999999999,490.7419444444443,24.884,-0.0326044,PtC,325
490.27499999999986,490.7769444444443,24.883000000000003,-0.03239535,PtC,325
490.3049999999999,490.8119444444443,24.882,-0.0323509,PtC,325
490.33499999999987,490.84194444444427,24.881,-0.0324568,PtC,325
490.3749999999999,490.87694444444435,24.880000000000003,-0.03228315,PtC,325
490.40499999999986,490.9119444444443,24.8785,-0.032222,PtC,325
490.4349999999999,490.9419444444443,24.8775,-0.0322804,PtC,325
490.4749999999999,490.9769444444444,24.8765,-0.0324015,PtC,325
490.5049999999999,491.01194444444434,24.8755,-0.0326353999999999,PtC,325
490.53499999999985,491.0419444444443,24.8745,-0.03277535,PtC,325
490.5749999999999,491.0769444444443,24.8735,-0.03293855,PtC,325
490.6049999999999,491.1119444444443,24.872,-0.0330602,PtC,325
490.6349999999999,491.14194444444433,24.871,-0.0329317,PtC,325
490.6749999999999,491.1769444444443,24.869999999999997,-0.03271,PtC,325
490.7049999999998,491.2119444444442,24.869,-0.03244115,PtC,325
490.7349999999999,491.2419444444443,24.868,-0.03229015,PtC,325
490.77499999999986,491.2769444444443,24.8665,-0.03214315,PtC,325
490.8049999999999,491.3119444444443,24.865499999999997,-0.0319889,PtC,325
